#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
672825	671713	KOG1045	Uncharacterized conserved protein HEN1/CORYMBOSA2	Function unknown 	POORLY CHARACTERIZED
672932	671820	KOG4066	Cell growth regulatory protein CGR11	Function unknown 	POORLY CHARACTERIZED
673055	671943	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
673067	671955	KOG3972	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
673088	671976	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673089	671977	KOG3604	Pecanex	Function unknown 	POORLY CHARACTERIZED
673210	672098	KOG4382	Uncharacterized conserved protein, contains DTW domain	Function unknown 	POORLY CHARACTERIZED
673221	672109	KOG3407	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673257	672145	KOG2106	Uncharacterized conserved protein, contains HELP and WD40 domains	Function unknown 	POORLY CHARACTERIZED
673280	672168	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673283	672171	KOG4308	LRR-containing protein	Function unknown 	POORLY CHARACTERIZED
673361	672249	KOG4188	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673367	672255	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
673404	672292	KOG4069	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673424	672312	KOG3102	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673472	672360	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
673509	672397	KOG3306	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
673569	672457	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673585	672473	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
673615	672503	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
673684	672572	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
673790	672678	KOG4002	Uncharacterized integral membrane protein	Function unknown 	POORLY CHARACTERIZED
673891	672779	KOG4643	Uncharacterized coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
673911	672799	KOG4051	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
673994	672882	KOG2765	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
674052	672940	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
674084	672972	KOG4365	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674092	672980	KOG2357	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674324	673212	KOG4827	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674339	673227	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674341	673229	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674418	673306	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
674444	673332	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
674486	673374	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674591	673479	KOG4455	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674602	673490	KOG1396	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674831	673719	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674928	673816	KOG4828	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
674974	673862	KOG2618	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675058	673946	KOG0308	Conserved WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
675064	673952	KOG3783	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675109	673997	KOG3113	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675110	673998	KOG3393	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
675112	674000	KOG3128	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675307	674195	KOG4654	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675326	674214	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675395	674283	KOG4592	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675569	674457	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675592	674480	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
675619	674507	KOG3790	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675654	674542	KOG4200	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675658	674546	KOG3282	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675699	674587	KOG2681	Metal-dependent phosphohydrolase	Function unknown 	POORLY CHARACTERIZED
675746	674634	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675769	674657	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675784	674672	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675813	674701	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675922	674810	KOG4838	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
675987	674875	KOG4559	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676008	674896	KOG2568	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
676021	674909	KOG3830	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676117	675005	KOG4023	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676292	675180	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676297	675185	KOG2490	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
676347	675235	KOG2477	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676443	675331	KOG3856	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676514	675402	KOG3024	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676517	675405	KOG2557	Uncharacterized conserved protein, contains TLDc domain	Function unknown 	POORLY CHARACTERIZED
676546	675434	KOG1408	WD40 repeat protein	Function unknown 	POORLY CHARACTERIZED
676610	675498	KOG4317	Predicted Zn-finger protein	Function unknown 	POORLY CHARACTERIZED
676624	675512	KOG4723	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676641	675529	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
676697	675585	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676708	675596	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676709	675597	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676722	675610	KOG2660	Locus-specific chromosome binding proteins	Function unknown 	POORLY CHARACTERIZED
676829	675717	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
676877	675765	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
676896	675784	KOG4550	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
677054	675942	KOG4418	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
677152	676040	KOG1248	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677169	676057	KOG3881	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677181	676069	KOG3276	Uncharacterized conserved protein, contains YggU domain	Function unknown 	POORLY CHARACTERIZED
677256	676144	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677265	676153	KOG3261	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677295	676183	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677296	676184	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
677297	676185	KOG3991	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677300	676188	KOG3929	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677372	676260	KOG2205	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677407	676295	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
677432	676320	KOG4524	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677436	676324	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
677442	676330	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677501	676389	KOG1835	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677511	676399	KOG2521	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677570	676458	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677627	676515	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677677	676565	KOG2654	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677719	676607	KOG4709	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677741	676629	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677776	676664	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
677902	676790	KOG4463	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677963	676851	KOG4712	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
677981	676869	KOG0858	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
677988	676876	KOG4787	Uncharacterized conserved protein 	Function unknown 	POORLY CHARACTERIZED
678000	676888	KOG2985	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678034	676922	KOG3693	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678060	676948	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678176	677064	KOG4344	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678258	677146	KOG2973	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678294	677182	KOG1835	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678320	677208	KOG1848	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678342	677230	KOG2811	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678355	677243	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
678429	677317	KOG4023	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678436	677324	KOG1333	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678442	677330	KOG0295	WD40 repeat-containing protein	Function unknown 	POORLY CHARACTERIZED
678450	677338	KOG4827	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678530	677418	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
678654	677542	KOG1788	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678670	677558	KOG2705	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
678715	677603	KOG1032	Uncharacterized conserved protein, contains GRAM domain	Function unknown 	POORLY CHARACTERIZED
678781	677669	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
678965	677853	KOG4474	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
678998	677886	KOG0783	Uncharacterized conserved protein, contains ankyrin and BTB/POZ domains	Function unknown 	POORLY CHARACTERIZED
678999	677887	KOG4102	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679000	677888	KOG2911	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679004	677892	KOG4503	Uncharacterized conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
679006	677894	KOG1791	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679034	677922	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679132	678020	KOG2428	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679134	678022	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679479	678367	KOG4502	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
679518	678406	KOG3249	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679541	678429	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
679582	678470	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
679746	678634	KOG3393	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
679931	678819	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
680067	678955	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
697741	696629	KOG3017	Defense-related protein containing SCP domain	Function unknown 	POORLY CHARACTERIZED
697774	696662	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
697775	696663	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
697889	696777	KOG4503	Uncharacterized conserved membrane protein	Function unknown 	POORLY CHARACTERIZED
698085	696973	KOG3299	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698101	696989	KOG4601	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698194	697082	KOG2172	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698222	697110	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698249	697137	KOG1181	FOG: Low-complexity	Function unknown 	POORLY CHARACTERIZED
698389	697277	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698448	697336	KOG3854	SPRT-like metalloprotease	Function unknown 	POORLY CHARACTERIZED
698458	697346	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698467	697355	KOG4023	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698470	697358	KOG2490	Predicted membrane protein	Function unknown 	POORLY CHARACTERIZED
698472	697360	KOG3931	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698555	697443	KOG3252	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698556	697444	KOG3442	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698674	697562	KOG0915	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698823	697711	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698848	697736	KOG3058	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
698913	697801	KOG0472	Leucine-rich repeat protein	Function unknown 	POORLY CHARACTERIZED
698919	697807	KOG1106	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699013	697901	KOG3224	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699056	697944	KOG2500	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699060	697948	KOG3128	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699064	697952	KOG2985	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699162	698050	KOG2427	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699189	698077	KOG4674	Uncharacterized conserved coiled-coil protein	Function unknown 	POORLY CHARACTERIZED
699238	698126	KOG4415	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699308	698196	KOG2236	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699381	698269	KOG2306	Uncharacterized conserved protein	Function unknown 	POORLY CHARACTERIZED
699389	698277	KOG0167	FOG: Armadillo/beta-catenin-like repeats	Function unknown 	POORLY CHARACTERIZED
